Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Livery,8663,INACTIVE,LINCOLN,TOWN CAR,2006,BLACK,Gasoline,N,BOJAN S. JOVANOVIC,5310 N. CHESTER AVE.,CHICAGO,IL,60656,Independent1,,8663Livery
Taxi,4757,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,FORECAST II HACKING CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,4757Taxi
Livery,7302,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,29 S. LA SALLE ST.,CHICAGO,IL,60603,Independent1,,7302Livery
Taxi,3435,ACTIVE,TOYOTA,CAMRY,2013,SILVER,Hybrid,N,"TEDDY CAB CO., INC.",1210 W. GRANVILLE AVE.,CHICAGO,IL,60660,Service Taxi Association Inc,Owner Manager,3435Taxi
Livery,9510,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,PRIME TRANSPORTATION SERVICES LLC,6833 N. KEDZIE AVE.,CHICAGO,IL,60645,,,9510Livery
Taxi,6031,ACTIVE,FORD,ESCAPE,2010,YELLOW,Hybrid,N,REX 4 INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645,Yellow Cab Affiliation Inc,"Medallion Leasing and Management, Inc.",6031Taxi
Taxi,4649,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,BRIKAY TRANS INC.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",4649Taxi
Taxi,3784,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",3784Taxi
Charter Sightseeing,10983,ACTIVE,ALEXANDER,,2001,RED,Gasoline,N,"TRT TRANSPORTATION, INC.",4400 S. RACINE AVE.,CHICAGO,IL,60609,,,10983Charter Sightseeing
Taxi,6731,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,K AND B COSMOS HACKING CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",6731Taxi
Taxi,545,ACTIVE,FORD,ESCAPE,2013,WHITE,Hybrid,N,LIBRA TAXI INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,Globe Taxi Association Inc,"Medallion Leasing and Management, Inc.",545Taxi
Livery,8856,INACTIVE,LINCOLN,TOWN CAR,2000,BLACK,Gasoline,N,JAMES E. MIDDLETON,5200 S. ELLIS AVE.,CHICAGO,IL,60607,Independent1,,8856Livery
Livery,8951,ACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,CHICAGO DIAMOND LIMOUSINE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,Independent1,,8951Livery
Taxi,992,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,GDF HOLDINGS LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Northwest Taxi Management LLC,992Taxi
Charter Sightseeing,13760,ACTIVE,FREIGHTLINER,CARRYALL,2000,BEIGE,Gasoline,N,YILDIRIM CAB CO,3659 W. ADDISON ST.,CHICAGO,IL,60618,,,13760Charter Sightseeing
Taxi,642,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,Chicago Carriage Cab,Chicago Elite Cab Corp.,642Taxi
Taxi,4664,SURRENDER,TOYOTA,SCION,2011,BLUE/WHITE,Gasoline,N,ASOMDWE CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",4664Taxi
Taxi,1315,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,YC22 LLC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",1315Taxi
Livery,9957,INACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,COSTIANO CHICAGO LIMO INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,9957Livery
Taxi,5687,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,SHUMAILA'S CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,5687Taxi
Livery,8505,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,UNITED LIMOUSINE AND SEDAN SERVICE INC,321 N. CLARK ST.,CHICAGO,IL,60654,,,8505Livery
Livery,7360,RESERVED,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,NADIA MIHAYLOVA DOYTCHINOVA,5231 N. RESERVE AVE.,CHICAGO,IL,60656,Independent1,,7360Livery
Livery,8892,INACTIVE,CHEVROLET,SUBURBAN,2012,BLACK,Gasoline,N,Tracy Dotson,4178 W. NELSON ST.,CHICAGO,IL,60641,Independent1,,8892Livery
Taxi,3374,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,8TH AVENUE TAXI CORP.,5200 N. OTTO AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",3374Taxi
Taxi,5430,ACTIVE,TOYOTA,PRIUS,2014,WHITE/BLUE/STRIPES,Hybrid,N,SAN-REMO CAB CORP.,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",5430Taxi
Taxi,1271,ACTIVE,TOYOTA,RAV4,2014,BLUE,Gasoline,N,MELAKE TESFAMICHAEL,840 W. SUNNYSIDE AVE.,CHICAGO,IL,60640,24 Seven Taxi Affiliaton,Owner-Operator,1271Taxi
Taxi,1036,ACTIVE,TOYOTA,SCION,2011,YELLOW,Gasoline,N,NECT 42 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,Yellow Cab Affiliation Inc,"Medallion Leasing and Management, Inc.",1036Taxi
Livery,8420,INACTIVE,LINCOLN,TOWN CAR,2003,SILVER,Gasoline,N,"ELVIS LIMOUSINE & BUSES, INC",4016 S. CALIFORNIA ST.,CHICAGO,IL,60632,Independent1,,8420Livery
Taxi,1323,ACTIVE,DODGE,GRAND CARAVAN,2010,WHITE/BLUE/STRIPES,Gasoline,Y,GRAND CAB COMPANY,1917 W. FERDINAND ST.,CHICAGO,IL,60622,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1323Taxi
Taxi,5053,ACTIVE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,N,OSKO CAB COMPANY,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Choice Taxi Association,5053Taxi
Medicar,6399,RESERVED,FORD,E150,2010,WHITE,Gasoline,N,Joiner Enterprises Inc,7650 S. YATES BLVD.,CHICAGO,IL,60649,,,6399Medicar
Livery,8973,INACTIVE,GMC,YUKON,2005,BLACK,Gasoline,N,"TOWN & COUNTRY SERVICE, CORP",858 W. ARMITAGE AVE.,CHICAGO,IL,60614,Independent1,,8973Livery
Taxi,6698,ACTIVE,TOYOTA,PRIUS,2014,WHITE/BLUE/STRIPES,Hybrid,N,BKS HACKING CHICAGO CORP.,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",6698Taxi
Taxi,4309,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,YMS TRANS INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner-Operator,4309Taxi
Livery,8269,VIOLATION,FORD,CROWN VICTORIA,2010,BLACK,Gasoline,N,YOUR DESTINATION SERVICES INCORPORATED,5642 S. EMERALD AVE.,CHICAGO,IL,60621,Independent1,,8269Livery
Taxi,5378,ACTIVE,TOYOTA,PRIUS,2010,YELLOW,Hybrid,N,KIMITZA CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,5378Taxi
Taxi,6193,ACTIVE,TOYOTA,SCION,2011,WHITE/STARS/STRIPES,Gasoline,N,BRIANA HACKING CAB,3351 W. ADDISON ST.,CHICAGO,IL,60618,American-United Cab Assn,"Taxi Medallion Management, LLC",6193Taxi
Livery,8429,INACTIVE,MERCEDES,S550,2008,BLACK,Gasoline,N,CHICAGO STYLE S.U.V. INC,5421 N. EAST RIVER RD.,CHICAGO,IL,60656,,,8429Livery
Taxi,2547,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,FULL MOON CAB COMPANY,2800 W. PETERSON AVE.,CHICAGO,IL,60656,Flash Cab Co,Patriot Trans Inc,2547Taxi
Taxi,4871,ACTIVE,TOYOTA,SIENNA,2009,YELLOW,Gasoline,N,WILLIAM ESHUN,4550 N. CLARENDON AVE.,CHICAGO,IL,60640,Yellow Cab Affiliation Inc,Owner Manager,4871Taxi
Taxi,603,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,GLTI CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,603Taxi
Taxi,4489,ACTIVE,TOYOTA,CAMRY,2011,RED/CREAM,Hybrid,N,ASKAB INC,8000 S. DR MARTIN LUTHER KING JR DR.,CHICAGO,IL,60619,King Drive Cab Affiliation Inc,Chicago Taxicab Management Inc.,4489Taxi
Livery,7451,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,HARRISON GLOBAL LLC,203 N. LA SALLE ST.,CHICAGO,IL,60601,,,7451Livery
Taxi,4108,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,PETE'S TAXI COMPANY,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"M & A Leasing, LLC",4108Taxi
Taxi,6237,ACTIVE,DODGE,GRAND CARAVAN,2009,WHITE,Gasoline,Y,TERRA TAXI INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,"Medallion Leasing and Management, Inc.",6237Taxi
Taxi,2212,ACTIVE,TOYOTA,PRIUS,2011,WHITE/STARS/STRIPES,Hybrid,N,SOKL CAB CO,3167 N. CLYBOURN AVE.,CHICAGO,IL,60618,American-United Cab Assn,Owner Manager,2212Taxi
Medicar,6312,RESERVED,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,6312Medicar
Taxi,3126,ACTIVE,TOYOTA,CAMRY,2011,RED/CREAM,Hybrid,N,MET CAB COMPANY,8000 S. DR MARTIN LUTHER KING JR DR.,CHICAGO,IL,60619,King Drive Cab Affiliation Inc,Chicago Taxicab Management Inc.,3126Taxi
Taxi,2046,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,FLH ENTERPRISES INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,2046Taxi
Taxi,1253,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,SHAKIRA B. ZAIDI,6236 N. RICHMOND ST.,CHICAGO,IL,60659,Sun Taxi Association Inc,"Sun Financial Services, Inc.",1253Taxi
Livery,8150,ACTIVE,MERCEDES,S550,2013,BLACK,Gasoline,N,METROPOLITAN LIMOUSINE INC.,1836 S. WABASH ST.,CHICAGO,IL,60611,,,8150Livery
Taxi,2812,FORECLOSURE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,ABS AUTO TRANS INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,2812Taxi
Taxi,2234,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,DRAKE GLOBAL ENTERPRISES INC.,2945 W. PETERSON AVE.,CHICAGO,IL,60659,Top Cab Association,Owner Manager,2234Taxi
Taxi,5160,ACTIVE,VPG,MV-1,2011,CREAM/GREEN,Compressed Natural Gas,Y,DESIREE AND MONIQUE CAB CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,"Taxi Medallion Management, LLC",5160Taxi
Taxi,5458,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,S & R TAXI CO,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,5458Taxi
Livery,7481,ACTIVE,BMW,740LI,2013,BLACK,Gasoline,N,METROPOLITAN LIMOUSINE INC.,1836 S. WABASH ST.,CHICAGO,IL,60611,,,7481Livery
Livery,9014,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,Moe Omar Inc,4246 S. CAMPBELL AVE.,CHICAGO,IL,60632,Independent1,,9014Livery
Taxi,50,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,BALAYAN COMPANY,6006 N. KENMORE AVE.,CHICAGO,IL,60660,Globe Taxi Association Inc,"Taxi Experts, Inc.",50Taxi
Taxi,5355,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,MONTANA TAXICAB INC,6330 N. CLARK ST.,CHICAGO,IL,60660,Koam Taxi Association,Owner Manager,5355Taxi
Medicar,15674,ACTIVE,DODGE,GRAND CARAVAN,2010,GRAY,Gasoline,N,CHIME SERVICES LLC,6352 N. LINCOLN AVE.,CHICAGO,IL,60659,,,15674Medicar
Livery,9501,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,PRINCESS LIMOUSINE INC,4016 S. CALIFORNIA AVE.,CHICAGO,IL,60632,,,9501Livery
Taxi,5962,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO POLO VII INC.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,5962Taxi
Ambulance,872518,ACTIVE,FORD,E350,2013,WHITE/RED/BLACK,Gasoline,N,1ST RESPONSE EMS INC.,2021 S. WABASH AVE.,CHICAGO,IL,60616,,,872518Ambulance
Ambulance,5587,ACTIVE,FORD,E350,2009,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,5650 W. HOWARD ST.,SKOKIE,IL,60077,,,5587Ambulance
Taxi,3092,ACTIVE,NISSAN,ALTIMA,2011,YELLOW,Hybrid,N,OZENA INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",3092Taxi
Livery,9966,RESERVED,LINCOLN,NAVIGATOR,2011,BLACK,Gasoline,N,LUCKY LIVERY SERVICE INC,222 N. LAFLIN ST.,CHICAGO,IL,60607,,,9966Livery
Taxi,6135,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,MARA GABI CORP.,5200 N. OTTO AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,6135Taxi
Taxi,286,ACTIVE,TOYOTA,PRIUS,2012,MAROON/BLUE/STRIPES,Hybrid,N,"LUCKY IN CHICAGO, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616,Chicago Carriage Cab,Chicago Elite Cab Corp.,286Taxi
Livery,9193,INACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,LASALLE LIMOUSINE INC.,4403 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,9193Livery
Taxi,1759,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,1759 INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner Manager,1759Taxi
Taxi,4742,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,REAGENT INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Chicago Taxicab Management Inc.,4742Taxi
Taxi,3454,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,"CHICAGO POLO IV, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,3454Taxi
Taxi,6137,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,"OLAN CAB CO., INC.",9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Masters Medallion Management, LLC",6137Taxi
Taxi,1483,ACTIVE,NISSAN,ALTIMA,2011,YELLOW,Hybrid,N,CATALINA CAB INC,724 W. WASHINGTON BLVD.,CHICAGO,IL,60661,Yellow Cab Affiliation Inc,Chicago Medallion Leasing Inc.,1483Taxi
Taxi,4892,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,QUEENS HACKING CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",4892Taxi
Taxi,1916,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,TOCCA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,1916Taxi
Livery,8771,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,CHICAGO PREMIER LEASING INC,222 N. LAFLIN ST.,CHICAGO,IL,60607,Independent1,,8771Livery
Taxi,244,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,TUMBLIN DICE TAXI INC.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",244Taxi
Charter Sightseeing,13023,ACTIVE,FORD,F550,2011,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,29 S. LA SALLE ST.,CHICAGO,IL,60603,,,13023Charter Sightseeing
Taxi,5523,SURRENDER,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,N,MIKHALIA CABS TWO INC,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",5523Taxi
Livery,8204,ACTIVE,CADILLAC,ESCALADE,2015,BLACK,Gasoline,N,CAREY LIMOUSINE CHICAGO INC,6321 N. AVONDALE AVE.,CHICAGO,IL,60631,,,8204Livery
Livery,7305,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,3530 W. PETERSON AVE.,CHICAGO,IL,60659,Independent1,,7305Livery
Taxi,4645,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,"BLEMA, INC.",3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,4645Taxi
Livery,7876,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,CHICAGO FLYCAR LIMOUSINE INC,420 E. WATERSIDE DR.,CHICAGO,IL,60601,Independent1,,7876Livery
Taxi,6860,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,,,6860Taxi
Taxi,6096,ACTIVE,TOYOTA,SCION,2012,CREAM/BLUE,Gasoline,N,PAMIR CORP,3351 W. ADDISON AVE.,CHICAGO,IL,60618,Blue Diamond Taxi Affil Inc,Owner-Operator,6096Taxi
Taxi,6376,ACTIVE,TOYOTA,SIENNA,2014,WHITE,Gasoline,N,ELLU EXPRESS INC.,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,6376Taxi
Taxi,5299,ACTIVE,NISSAN,ROGUE,2013,WHITE,Gasoline,N,AMBACO LIMITED,4554 N. BROADWAY,CHICAGO,IL,60640,Metro Jet,Owner Manager,5299Taxi
Taxi,3103,ACTIVE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,N,WHIZ CAB COMPANY,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Choice Taxi Association,3103Taxi
Taxi,5030,ACTIVE,FORD,FUSION,2014,WHITE/RED/STRIPES,Hybrid,N,C.A.B. TAXI SERVICE INC,5544 S. HAMILTON AVE.,CHICAGO,IL,60636,Independent2,Owner-Operator,5030Taxi
Livery,8738,ACTIVE,FORD,EXPEDITION,2013,BLACK,Gasoline,N,DIVA SERVICES CORP.,5430 N. SHERIDAN RD.,CHICAGO,IL,60640,Independent1,,8738Livery
Taxi,3486,ACTIVE,TOYOTA,CAMRY,2013,CREAM/BLUE,Hybrid,N,MANZO & SONS INC.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Blue Diamond Taxi Affil Inc,Owner-Operator,3486Taxi
Taxi,2979,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,ASSYA CAB CO,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,2979Taxi
Taxi,3160,ACTIVE,TOYOTA,CAMRY,2011,RED/CREAM,Hybrid,N,COZY CAB CO.,8000 S. DR MARTIN LUTHER KING JR DR.,CHICAGO,IL,60619,King Drive Cab Affiliation Inc,Chicago Taxicab Management Inc.,3160Taxi
Taxi,2194,ACTIVE,NISSAN,ALTIMA,2009,ORANGE/BLUE,Hybrid,N,ANY CAB TWO CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,2194Taxi
Taxi,3658,ACTIVE,DODGE,GRAND CARAVAN,2012,CREAM/GREEN,Gasoline,N,ALIREZA AJIDEH,8435 W. BRYN MAWR AVE.,CHICAGO,IL,60631,Checker Taxi Affiliation,Owner-Operator,3658Taxi
Taxi,4001,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,VIOLET ZONE CAB CO.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,4001Taxi
Taxi,1198,ACTIVE,TOYOTA,CAMRY,2013,CREAM/GREEN,Hybrid,N,P.K. CAB CO.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,Owner Manager,1198Taxi
Ambulance,5678,ACTIVE,FORD,E350,2009,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",2424 S. WABASH AVE.,CHICAGO,IL,60616,,,5678Ambulance
Taxi,3228,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,"LIDYA & NEDAL CAB, CORP.",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,3228Taxi
Taxi,224,ACTIVE,TOYOTA,PRIUS,2010,YELLOW,Hybrid,N,BEDFORD CAB TWO CORP,3351 W. ADDISON,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",224Taxi
Taxi,6758,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,SACHEDINA ENT INC.,5200 N. OTTO AVE.,CHICAGO,IL,60656,Flash Cab Co,"Masters Medallion Management, LLC",6758Taxi
Livery,8293,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,LUCKY LIVERY SERVICE INC,222 N. LAFLIN ST.,CHICAGO,IL,60607,Independent1,,8293Livery
Taxi,5571,ACTIVE,TOYOTA,SCION,2011,WHITE/STARS/STRIPES,Gasoline,N,ALLEN BALDWIN,2559 W. WILSON AVE.,CHICAGO,IL,60625,American-United Cab Assn,Owner Manager,5571Taxi
Taxi,6180,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,TAD TAXI CO.,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,6180Taxi
Taxi,5604,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO MEDALLION EIGHT LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",5604Taxi
Taxi,2661,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,"MIKE NAT TRANSPORTATION, INC.",3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",2661Taxi
Taxi,3779,ACTIVE,TOYOTA,CAMRY,2013,CREAM/GREEN,Hybrid,N,LULU FOUR INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,"Taxi Medallion Management, LLC",3779Taxi
Livery,9655,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,T.L.C. LIMO INC,6056 N. WHIPPLE ST.,CHICAGO,IL,60659,,,9655Livery
Livery,9004,ACTIVE,GMC,YUKON,2013,BLACK,Gasoline,N,LIMOZONE INC.,1710 W. CHICAGO AVE.,CHICAGO,IL,60622,Independent1,,9004Livery
Taxi,6567,ACTIVE,NISSAN,ALTIMA,2011,WHITE/BLUE/STRIPES,Hybrid,N,J J B B INC,1917 W. FERDINAND ST.,CHICAGO,IL,60622,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",6567Taxi
Taxi,3569,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,MIKHALIA CABS THREE INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",3569Taxi
Taxi,967,ACTIVE,VPG,MV-1,2012,MAROON/BLUE/STRIPES,Compressed Natural Gas,Y,SAMSON CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Chicago Carriage Cab,Chicago Elite Cab Corp.,967Taxi
Taxi,2876,ACTIVE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,"IL 2, CORP.",3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,2876Taxi
Taxi,4476,SURRENDER,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,AFFORDABLE CAB CORP.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,"Taxi Experts, Inc.",4476Taxi
Taxi,2198,ACTIVE,TOYOTA,PRIUS,2013,GRAY/WHITE,Hybrid,N,FOREIGN X PRESS CAB CORP,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner Manager,2198Taxi
Taxi,115,ACTIVE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,IL 7 CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,115Taxi
Livery,8887,INACTIVE,FORD,EXPEDITION,2011,BLACK,Gasoline,N,Tracy Dotson,4178 W. NELSON ST.,CHICAGO,IL,60641,Independent1,,8887Livery
Livery,7166,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,"CHICAGO LIMOUSINE AND CARS, INC",5820 N. WESTERN AVE.,CHICAGO,IL,60659,,,7166Livery
Livery,9083,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,PETO INC,6146 N. RAVENSWOOD AVE.,CHICAGO,IL,60660,Independent1,,9083Livery
Taxi,4983,ACTIVE,TOYOTA,PRIUS,2012,GOLD,Gasoline,N,ADOM ENTERPRISE INC,4542 N. BROADWAY AVE.,CHICAGO,IL,60640,Gold Coast Taxi Assoc,Owner Manager,4983Taxi
